Player,Pos,Salary,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Mike Muscala,C,3500000.00 ,29.00 ,OKC,35.00 ,0.00 ,18.40 ,3.40 ,7.60 ,0.45 ,1.90 ,5.30 ,0.37 ,1.50 ,2.40 ,0.61 ,0.57 ,0.90 ,1.00 ,0.92 ,0.50 ,3.20 ,3.80 ,0.80 ,0.20 ,0.30 ,0.60 ,1.50 ,9.70 ,9.00 
Svi Mykhailiuk,SF-SG,1729217.00 ,23.00 ,TOT,66.00 ,14.00 ,20.10 ,3.20 ,7.70 ,0.41 ,1.60 ,4.80 ,0.33 ,1.60 ,2.90 ,0.54 ,0.52 ,0.60 ,0.80 ,0.76 ,0.40 ,2.10 ,2.50 ,1.70 ,0.80 ,0.20 ,1.30 ,1.00 ,8.50 ,8.00 
Svi Mykhailiuk,SF,1729217.00 ,23.00 ,DET,36.00 ,5.00 ,17.60 ,2.30 ,6.20 ,0.38 ,1.60 ,4.80 ,0.33 ,0.80 ,1.40 ,0.52 ,0.50 ,0.70 ,0.80 ,0.80 ,0.30 ,1.80 ,2.10 ,1.60 ,0.80 ,0.20 ,1.10 ,0.90 ,6.90 ,6.70 
Svi Mykhailiuk,SG,1729217.00 ,23.00 ,OKC,30.00 ,9.00 ,23.00 ,4.10 ,9.40 ,0.44 ,1.60 ,4.80 ,0.34 ,2.50 ,4.70 ,0.54 ,0.52 ,0.50 ,0.70 ,0.70 ,0.40 ,2.50 ,3.00 ,1.80 ,0.80 ,0.20 ,1.60 ,1.00 ,10.30 ,9.60 
Abdel Nader,SF,2000000.00 ,27.00 ,PHO,24.00 ,0.00 ,14.80 ,2.40 ,4.80 ,0.49 ,0.80 ,1.80 ,0.42 ,1.60 ,3.00 ,0.53 ,0.57 ,1.20 ,1.50 ,0.76 ,0.30 ,2.30 ,2.60 ,0.80 ,0.40 ,0.40 ,0.80 ,1.40 ,6.70 ,6.80 
Larry Nance Jr.,PF,10690909.00 ,28.00 ,CLE,35.00 ,27.00 ,31.20 ,3.70 ,7.80 ,0.47 ,1.20 ,3.30 ,0.36 ,2.50 ,4.50 ,0.55 ,0.55 ,0.90 ,1.40 ,0.61 ,1.50 ,5.20 ,6.70 ,3.10 ,1.70 ,0.50 ,1.60 ,2.10 ,9.30 ,14.60 
Aaron Nesmith,SF,3631200.00 ,21.00 ,BOS,46.00 ,1.00 ,14.50 ,1.70 ,3.90 ,0.44 ,0.90 ,2.30 ,0.37 ,0.80 ,1.50 ,0.54 ,0.55 ,0.50 ,0.60 ,0.79 ,0.60 ,2.20 ,2.80 ,0.50 ,0.30 ,0.20 ,0.50 ,1.90 ,4.70 ,4.30 
Raul Neto,PG,2089448.00 ,28.00 ,WAS,64.00 ,22.00 ,21.90 ,3.30 ,7.00 ,0.47 ,1.00 ,2.60 ,0.39 ,2.30 ,4.40 ,0.51 ,0.54 ,1.20 ,1.30 ,0.88 ,0.40 ,2.00 ,2.40 ,2.30 ,1.10 ,0.10 ,0.80 ,1.70 ,8.70 ,9.10 
Georges Niang,PF,3300000.00 ,27.00 ,UTA,72.00 ,10.00 ,16.00 ,2.50 ,5.60 ,0.44 ,1.70 ,4.10 ,0.43 ,0.70 ,1.60 ,0.47 ,0.59 ,0.30 ,0.30 ,0.96 ,0.40 ,2.10 ,2.40 ,0.80 ,0.30 ,0.10 ,0.70 ,1.60 ,6.90 ,5.80 
Zeke Nnaji,PF,2498760.00 ,20.00 ,DEN,42.00 ,1.00 ,9.50 ,1.20 ,2.50 ,0.48 ,0.60 ,1.40 ,0.41 ,0.60 ,1.10 ,0.58 ,0.60 ,0.30 ,0.40 ,0.80 ,0.30 ,1.20 ,1.50 ,0.20 ,0.20 ,0.10 ,0.20 ,0.70 ,3.20 ,3.10 
Nerlens Noel,C,8800000.00 ,26.00 ,NYK,64.00 ,41.00 ,24.20 ,2.10 ,3.50 ,0.61 ,0.00 ,0.00 ,0.00 ,2.10 ,3.40 ,0.62 ,0.61 ,0.80 ,1.10 ,0.71 ,2.20 ,4.20 ,6.40 ,0.70 ,1.10 ,2.20 ,1.00 ,2.80 ,5.10 ,11.00 
Jaylen Nowell,SG,1782621.00 ,21.00 ,MIN,42.00 ,0.00 ,18.10 ,3.40 ,8.00 ,0.42 ,1.20 ,3.60 ,0.33 ,2.20 ,4.40 ,0.50 ,0.50 ,1.10 ,1.30 ,0.82 ,0.50 ,1.80 ,2.30 ,1.50 ,0.50 ,0.30 ,0.70 ,1.70 ,9.00 ,7.10 
Frank Ntilikina,PG,1789256.00 ,22.00 ,NYK,33.00 ,4.00 ,9.80 ,0.90 ,2.40 ,0.37 ,0.70 ,1.50 ,0.48 ,0.20 ,0.90 ,0.19 ,0.51 ,0.20 ,0.50 ,0.44 ,0.20 ,0.80 ,0.90 ,0.60 ,0.50 ,0.10 ,0.30 ,1.40 ,2.70 ,1.60 
Kendrick Nunn,PG,5000000.00 ,25.00 ,MIA,56.00 ,44.00 ,29.50 ,5.70 ,11.80 ,0.49 ,2.20 ,5.70 ,0.38 ,3.50 ,6.00 ,0.58 ,0.58 ,1.00 ,1.10 ,0.93 ,0.40 ,2.80 ,3.20 ,2.60 ,0.90 ,0.30 ,1.40 ,1.90 ,14.60 ,13.50 
James Nunnally,SF,#N/A,30.00 ,NOP,9.00 ,0.00 ,5.30 ,0.60 ,1.40 ,0.39 ,0.40 ,1.30 ,0.33 ,0.10 ,0.10 ,1.00 ,0.54 ,0.10 ,0.20 ,0.50 ,0.20 ,0.80 ,1.00 ,0.30 ,0.00 ,0.00 ,0.20 ,0.10 ,1.70 ,2.00 
Jusuf Nurkić,C,12000000.00 ,26.00 ,POR,37.00 ,37.00 ,23.80 ,4.60 ,9.00 ,0.51 ,0.30 ,0.80 ,0.40 ,4.30 ,8.20 ,0.53 ,0.53 ,1.90 ,3.10 ,0.62 ,2.30 ,6.60 ,9.00 ,3.40 ,1.00 ,1.10 ,2.00 ,2.80 ,11.50 ,17.60 
David Nwaba,SF,4650000.00 ,28.00 ,HOU,30.00 ,9.00 ,22.60 ,3.50 ,7.30 ,0.49 ,0.60 ,2.10 ,0.27 ,3.00 ,5.20 ,0.57 ,0.53 ,1.60 ,2.30 ,0.69 ,1.30 ,2.60 ,3.90 ,1.00 ,1.00 ,0.70 ,0.60 ,2.00 ,9.20 ,9.30 
Jordan Nwora,SF,1517981.00 ,22.00 ,MIL,30.00 ,2.00 ,9.10 ,2.10 ,4.50 ,0.46 ,0.90 ,2.10 ,0.45 ,1.10 ,2.40 ,0.47 ,0.56 ,0.60 ,0.80 ,0.76 ,0.30 ,1.70 ,2.00 ,0.20 ,0.50 ,0.20 ,0.80 ,0.70 ,5.70 ,5.30 
Royce O'Neale,SF,8678571.00 ,27.00 ,UTA,71.00 ,71.00 ,31.60 ,2.50 ,5.50 ,0.44 ,1.50 ,3.90 ,0.39 ,1.00 ,1.60 ,0.59 ,0.58 ,0.50 ,0.60 ,0.85 ,1.20 ,5.60 ,6.80 ,2.50 ,0.80 ,0.50 ,1.20 ,2.60 ,7.00 ,11.90 
Semi Ojeleye,PF,1789256.00 ,26.00 ,BOS,56.00 ,15.00 ,17.00 ,1.60 ,3.90 ,0.40 ,1.00 ,2.80 ,0.37 ,0.60 ,1.10 ,0.49 ,0.53 ,0.40 ,0.60 ,0.75 ,0.60 ,2.10 ,2.60 ,0.70 ,0.30 ,0.00 ,0.40 ,1.00 ,4.60 ,4.70 
Jahlil Okafor,C,#N/A,25.00 ,DET,27.00 ,2.00 ,12.90 ,2.30 ,3.80 ,0.62 ,0.10 ,0.30 ,0.22 ,2.30 ,3.40 ,0.66 ,0.63 ,0.60 ,0.90 ,0.71 ,0.90 ,1.60 ,2.40 ,0.50 ,0.20 ,0.20 ,0.80 ,1.40 ,5.40 ,5.50 
Chuma Okeke,PF,3277080.00 ,22.00 ,ORL,45.00 ,19.00 ,25.20 ,3.00 ,7.20 ,0.42 ,1.10 ,3.10 ,0.35 ,1.90 ,4.10 ,0.47 ,0.49 ,0.70 ,0.90 ,0.75 ,0.90 ,3.10 ,4.00 ,2.20 ,1.10 ,0.50 ,0.80 ,1.10 ,7.80 ,10.10 
Josh Okogie,SG,4087904.00 ,22.00 ,MIN,59.00 ,37.00 ,20.30 ,1.70 ,4.30 ,0.40 ,0.50 ,1.80 ,0.27 ,1.20 ,2.50 ,0.50 ,0.46 ,1.40 ,1.80 ,0.77 ,1.10 ,1.60 ,2.60 ,1.10 ,0.90 ,0.50 ,0.70 ,2.10 ,5.40 ,5.40 
Onyeka Okongwu,C,6104280.00 ,20.00 ,ATL,50.00 ,4.00 ,12.00 ,1.90 ,3.00 ,0.64 ,0.00 ,0.10 ,0.00 ,1.90 ,2.90 ,0.66 ,0.64 ,0.70 ,1.10 ,0.63 ,1.20 ,2.00 ,3.30 ,0.40 ,0.50 ,0.70 ,0.60 ,2.00 ,4.60 ,6.00 
Isaac Okoro,SG,6720720.00 ,20.00 ,CLE,67.00 ,67.00 ,32.40 ,3.50 ,8.30 ,0.42 ,0.90 ,3.20 ,0.29 ,2.60 ,5.10 ,0.50 ,0.48 ,1.70 ,2.30 ,0.73 ,1.00 ,2.10 ,3.10 ,1.90 ,0.90 ,0.40 ,1.30 ,2.80 ,9.60 ,7.70 
KZ Okpala,PF,1782621.00 ,21.00 ,MIA,37.00 ,9.00 ,12.10 ,1.00 ,2.60 ,0.38 ,0.30 ,1.40 ,0.24 ,0.60 ,1.20 ,0.52 ,0.44 ,0.20 ,0.40 ,0.53 ,0.60 ,1.30 ,1.80 ,0.50 ,0.30 ,0.30 ,0.40 ,1.60 ,2.50 ,2.00 
Victor Oladipo,SG,2389641.00 ,28.00 ,TOT,33.00 ,33.00 ,32.70 ,7.10 ,17.50 ,0.41 ,2.40 ,7.20 ,0.33 ,4.80 ,10.20 ,0.47 ,0.48 ,3.20 ,4.20 ,0.75 ,0.40 ,4.50 ,4.80 ,4.60 ,1.40 ,0.40 ,2.50 ,2.50 ,19.80 ,17.10 
Victor Oladipo,SG,2389641.00 ,28.00 ,IND,9.00 ,9.00 ,33.30 ,7.10 ,16.90 ,0.42 ,2.80 ,7.70 ,0.36 ,4.30 ,9.20 ,0.47 ,0.50 ,3.00 ,4.10 ,0.73 ,0.10 ,5.60 ,5.70 ,4.20 ,1.70 ,0.20 ,2.00 ,2.60 ,20.00 ,18.30 
Victor Oladipo,SG,2389641.00 ,28.00 ,HOU,20.00 ,20.00 ,33.50 ,7.80 ,19.10 ,0.41 ,2.50 ,7.70 ,0.32 ,5.30 ,11.40 ,0.47 ,0.47 ,3.30 ,4.20 ,0.78 ,0.40 ,4.40 ,4.80 ,5.00 ,1.20 ,0.50 ,2.60 ,2.30 ,21.20 ,18.20 
Victor Oladipo,SG,2389641.00 ,28.00 ,MIA,4.00 ,4.00 ,27.80 ,4.00 ,10.80 ,0.37 ,1.00 ,4.30 ,0.24 ,3.00 ,6.50 ,0.46 ,0.42 ,3.00 ,4.50 ,0.67 ,0.80 ,2.80 ,3.50 ,3.50 ,1.80 ,0.50 ,3.50 ,3.30 ,12.00 ,9.70 
Cameron Oliver,SF,#N/A,24.00 ,HOU,4.00 ,0.00 ,21.80 ,4.80 ,8.30 ,0.58 ,1.00 ,3.30 ,0.31 ,3.80 ,5.00 ,0.75 ,0.64 ,0.30 ,1.00 ,0.25 ,1.30 ,4.00 ,5.30 ,1.30 ,0.50 ,1.00 ,0.80 ,2.80 ,10.80 ,11.90 
Kelly Olynyk,C-PF,12195122.00 ,29.00 ,TOT,70.00 ,62.00 ,28.50 ,4.80 ,10.00 ,0.48 ,1.80 ,5.30 ,0.34 ,3.00 ,4.70 ,0.64 ,0.57 ,2.10 ,2.50 ,0.83 ,1.20 ,5.70 ,7.00 ,2.90 ,1.10 ,0.60 ,1.80 ,3.00 ,13.50 ,16.50 
Kelly Olynyk,C,12195122.00 ,29.00 ,MIA,43.00 ,38.00 ,26.90 ,3.80 ,8.70 ,0.43 ,1.80 ,5.70 ,0.32 ,2.00 ,3.10 ,0.64 ,0.53 ,0.70 ,0.90 ,0.78 ,1.00 ,5.00 ,6.10 ,2.10 ,0.90 ,0.60 ,1.30 ,2.90 ,10.00 ,11.70 
Kelly Olynyk,PF,12195122.00 ,29.00 ,HOU,27.00 ,24.00 ,31.10 ,6.50 ,11.90 ,0.55 ,1.80 ,4.60 ,0.39 ,4.70 ,7.30 ,0.64 ,0.62 ,4.20 ,5.00 ,0.84 ,1.60 ,6.90 ,8.40 ,4.10 ,1.40 ,0.60 ,2.60 ,3.10 ,19.00 ,24.20 
Miye Oni,SG,850331.00 ,23.00 ,UTA,54.00 ,0.00 ,9.60 ,0.60 ,1.80 ,0.35 ,0.60 ,1.60 ,0.34 ,0.10 ,0.20 ,0.46 ,0.51 ,0.10 ,0.10 ,0.83 ,0.40 ,1.10 ,1.60 ,0.50 ,0.20 ,0.10 ,0.30 ,1.10 ,1.90 ,2.00 
Cedi Osman,SF,8050000.00 ,25.00 ,CLE,59.00 ,26.00 ,25.60 ,3.70 ,9.90 ,0.37 ,1.70 ,5.50 ,0.31 ,2.00 ,4.40 ,0.46 ,0.46 ,1.30 ,1.60 ,0.80 ,0.60 ,2.80 ,3.40 ,2.90 ,0.90 ,0.20 ,1.40 ,2.00 ,10.40 ,9.30 
Daniel Oturu,C,#N/A,21.00 ,LAC,30.00 ,0.00 ,5.40 ,0.70 ,1.70 ,0.42 ,0.00 ,0.20 ,0.20 ,0.70 ,1.60 ,0.45 ,0.43 ,0.30 ,0.40 ,0.75 ,0.70 ,0.90 ,1.60 ,0.30 ,0.10 ,0.20 ,0.30 ,0.80 ,1.80 ,2.10 
Kelly Oubre Jr.,SF,12000000.00 ,25.00 ,GSW,55.00 ,50.00 ,30.70 ,5.80 ,13.20 ,0.44 ,1.60 ,5.20 ,0.32 ,4.10 ,8.00 ,0.52 ,0.50 ,2.20 ,3.20 ,0.70 ,1.50 ,4.50 ,6.00 ,1.30 ,1.00 ,0.80 ,1.30 ,2.20 ,15.40 ,13.90 
Jabari Parker,PF,1068288.00 ,25.00 ,TOT,13.00 ,0.00 ,12.70 ,2.30 ,4.20 ,0.55 ,0.20 ,0.80 ,0.18 ,2.20 ,3.40 ,0.64 ,0.56 ,0.80 ,1.00 ,0.77 ,0.80 ,2.50 ,3.20 ,0.80 ,0.10 ,0.40 ,0.80 ,1.00 ,5.50 ,6.90 
Jabari Parker,PF,1068288.00 ,25.00 ,SAC,3.00 ,0.00 ,9.00 ,1.30 ,2.30 ,0.57 ,0.00 ,0.30 ,0.00 ,1.30 ,2.00 ,0.67 ,0.57 ,0.00 ,0.00 ,,0.30 ,1.70 ,2.00 ,0.30 ,0.00 ,0.30 ,1.00 ,1.30 ,2.70 ,3.00 
Jabari Parker,PF,1068288.00 ,25.00 ,BOS,10.00 ,0.00 ,13.80 ,2.60 ,4.80 ,0.54 ,0.20 ,1.00 ,0.20 ,2.40 ,3.80 ,0.63 ,0.56 ,1.00 ,1.30 ,0.77 ,0.90 ,2.70 ,3.60 ,1.00 ,0.10 ,0.40 ,0.70 ,0.90 ,6.40 ,8.10 
Eric Paschall,PF,1782621.00 ,24.00 ,GSW,40.00 ,2.00 ,17.40 ,3.70 ,7.50 ,0.50 ,0.50 ,1.40 ,0.33 ,3.30 ,6.10 ,0.53 ,0.53 ,1.70 ,2.40 ,0.71 ,0.70 ,2.50 ,3.20 ,1.30 ,0.30 ,0.20 ,1.10 ,1.70 ,9.50 ,8.30 
Anžejs Pasečņiks,C,#N/A,25.00 ,WAS,1.00 ,0.00 ,6.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,5.00 ,2.00 ,0.00 ,-1.00 
Patrick Patterson,PF,#N/A,31.00 ,LAC,38.00 ,5.00 ,15.30 ,1.90 ,4.30 ,0.44 ,1.10 ,2.90 ,0.36 ,0.80 ,1.40 ,0.60 ,0.56 ,0.30 ,0.40 ,0.77 ,0.50 ,1.50 ,2.00 ,0.80 ,0.40 ,0.20 ,0.30 ,1.20 ,5.20 ,4.90 
Justin Patton,C,#N/A,23.00 ,HOU,13.00 ,6.00 ,19.00 ,2.20 ,5.40 ,0.41 ,0.70 ,2.60 ,0.27 ,1.50 ,2.80 ,0.56 ,0.48 ,0.20 ,0.30 ,0.75 ,1.10 ,2.70 ,3.80 ,1.10 ,0.90 ,1.10 ,0.30 ,2.60 ,5.40 ,6.40 
Chris Paul,PG,30800000.00 ,35.00 ,PHO,70.00 ,70.00 ,31.40 ,6.30 ,12.60 ,0.50 ,1.50 ,3.70 ,0.40 ,4.80 ,8.90 ,0.54 ,0.56 ,2.40 ,2.60 ,0.93 ,0.40 ,4.10 ,4.50 ,8.90 ,1.40 ,0.30 ,2.20 ,2.40 ,16.40 ,22.60 
Cameron Payne,PG,6500000.00 ,26.00 ,PHO,60.00 ,1.00 ,18.00 ,3.20 ,6.60 ,0.48 ,1.20 ,2.80 ,0.44 ,2.00 ,3.80 ,0.52 ,0.58 ,0.80 ,0.90 ,0.89 ,0.30 ,2.10 ,2.40 ,3.60 ,0.60 ,0.30 ,1.00 ,1.60 ,8.40 ,10.20 
Elfrid Payton,PG,2239544.00 ,26.00 ,NYK,63.00 ,63.00 ,23.60 ,4.30 ,9.90 ,0.43 ,0.40 ,1.60 ,0.29 ,3.80 ,8.30 ,0.46 ,0.46 ,1.20 ,1.70 ,0.68 ,1.00 ,2.40 ,3.40 ,3.20 ,0.70 ,0.10 ,1.60 ,1.80 ,10.10 ,9.60 
Gary Payton II,PG,1939350.00 ,28.00 ,GSW,10.00 ,0.00 ,4.00 ,1.00 ,1.30 ,0.77 ,0.20 ,0.40 ,0.50 ,0.80 ,0.90 ,0.89 ,0.85 ,0.30 ,0.40 ,0.75 ,0.20 ,0.90 ,1.10 ,0.10 ,0.60 ,0.10 ,0.10 ,0.80 ,2.50 ,3.20 
Norvel Pelle,C,#N/A,27.00 ,TOT,13.00 ,0.00 ,6.50 ,0.60 ,1.20 ,0.53 ,0.00 ,0.00 ,,0.60 ,1.20 ,0.53 ,0.53 ,0.30 ,0.50 ,0.67 ,0.50 ,1.00 ,1.50 ,0.20 ,0.10 ,0.70 ,0.20 ,1.10 ,1.50 ,2.10 
Norvel Pelle,C,#N/A,27.00 ,BRK,3.00 ,0.00 ,9.30 ,1.00 ,2.30 ,0.43 ,0.00 ,0.00 ,,1.00 ,2.30 ,0.43 ,0.43 ,0.00 ,0.00 ,,1.00 ,1.30 ,2.30 ,0.00 ,0.00 ,1.00 ,1.00 ,3.00 ,2.00 ,1.00 
Norvel Pelle,C,#N/A,27.00 ,SAC,1.00 ,0.00 ,4.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,1.00 ,0.00 ,0.00 ,3.00 ,4.00 ,0.75 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,3.00 ,2.00 
Norvel Pelle,C,#N/A,27.00 ,NYK,9.00 ,0.00 ,5.80 ,0.60 ,0.80 ,0.71 ,0.00 ,0.00 ,,0.60 ,0.80 ,0.71 ,0.71 ,0.10 ,0.20 ,0.50 ,0.20 ,1.00 ,1.20 ,0.10 ,0.10 ,0.70 ,0.00 ,0.40 ,1.20 ,2.60 
Reggie Perry,PF,#N/A,20.00 ,BRK,26.00 ,0.00 ,8.10 ,1.20 ,3.00 ,0.41 ,0.20 ,0.80 ,0.19 ,1.10 ,2.20 ,0.49 ,0.44 ,0.40 ,0.50 ,0.77 ,1.00 ,1.80 ,2.80 ,0.50 ,0.20 ,0.20 ,0.60 ,1.50 ,3.00 ,3.30 
Theo Pinson,SG,0.00 ,25.00 ,NYK,17.00 ,0.00 ,2.00 ,0.10 ,0.50 ,0.11 ,0.00 ,0.50 ,0.00 ,0.10 ,0.10 ,1.00 ,0.11 ,0.00 ,0.00 ,,0.00 ,0.30 ,0.30 ,0.10 ,0.00 ,0.00 ,0.10 ,0.20 ,0.10 ,-0.10 
Mason Plumlee,C,8137500.00 ,30.00 ,DET,56.00 ,56.00 ,26.80 ,4.20 ,6.80 ,0.61 ,0.00 ,0.10 ,0.00 ,4.20 ,6.70 ,0.63 ,0.61 ,2.00 ,3.00 ,0.67 ,2.60 ,6.70 ,9.30 ,3.60 ,0.80 ,0.90 ,1.90 ,3.30 ,10.40 ,18.10 
Jakob Poeltl,C,8750000.00 ,25.00 ,SAS,69.00 ,51.00 ,26.70 ,3.80 ,6.20 ,0.62 ,0.00 ,0.00 ,,3.80 ,6.20 ,0.62 ,0.62 ,0.90 ,1.80 ,0.51 ,3.20 ,4.80 ,7.90 ,1.90 ,0.70 ,1.80 ,1.20 ,2.50 ,8.60 ,15.10 
Vincent Poirier,C,#N/A,27.00 ,PHI,10.00 ,0.00 ,3.90 ,0.30 ,1.20 ,0.25 ,0.00 ,0.10 ,0.00 ,0.30 ,1.10 ,0.27 ,0.25 ,0.20 ,0.60 ,0.33 ,0.60 ,0.80 ,1.40 ,0.20 ,0.00 ,0.30 ,0.40 ,0.80 ,0.80 ,0.60 
Aleksej Pokusevski,PF,3113160.00 ,19.00 ,OKC,45.00 ,28.00 ,24.20 ,3.10 ,9.10 ,0.34 ,1.30 ,4.60 ,0.28 ,1.80 ,4.50 ,0.40 ,0.41 ,0.70 ,0.90 ,0.74 ,0.70 ,4.00 ,4.70 ,2.20 ,0.40 ,0.90 ,2.20 ,1.30 ,8.20 ,8.90 
Jordan Poole,SG,2161440.00 ,21.00 ,GSW,51.00 ,7.00 ,19.40 ,4.00 ,9.30 ,0.43 ,1.90 ,5.40 ,0.35 ,2.10 ,3.90 ,0.55 ,0.54 ,2.10 ,2.30 ,0.88 ,0.30 ,1.50 ,1.80 ,1.90 ,0.50 ,0.20 ,1.00 ,1.70 ,12.00 ,9.20 
Jontay Porter,PF,#N/A,21.00 ,MEM,11.00 ,0.00 ,4.90 ,0.70 ,1.40 ,0.53 ,0.30 ,0.70 ,0.38 ,0.50 ,0.60 ,0.71 ,0.63 ,0.30 ,0.50 ,0.60 ,0.40 ,0.90 ,1.30 ,0.10 ,0.30 ,0.10 ,0.60 ,1.10 ,2.00 ,1.80 
Kevin Porter Jr.,SG,2130240.00 ,20.00 ,HOU,26.00 ,23.00 ,32.10 ,6.00 ,14.10 ,0.43 ,1.90 ,6.20 ,0.31 ,4.10 ,7.90 ,0.52 ,0.49 ,2.70 ,3.60 ,0.73 ,0.80 ,3.00 ,3.80 ,6.30 ,0.70 ,0.30 ,3.50 ,2.30 ,16.60 ,16.40 
Michael Porter Jr.,SF,5258735.00 ,22.00 ,DEN,61.00 ,54.00 ,31.30 ,7.30 ,13.40 ,0.54 ,2.80 ,6.30 ,0.45 ,4.50 ,7.10 ,0.63 ,0.65 ,1.70 ,2.20 ,0.79 ,1.50 ,5.80 ,7.30 ,1.10 ,0.70 ,0.90 ,1.30 ,2.10 ,19.00 ,20.30 
Otto Porter Jr.,SF-PF,2389641.00 ,27.00 ,TOT,28.00 ,6.00 ,21.60 ,3.50 ,8.10 ,0.43 ,1.40 ,3.70 ,0.38 ,2.10 ,4.40 ,0.48 ,0.52 ,1.30 ,1.50 ,0.86 ,1.00 ,4.40 ,5.40 ,2.00 ,0.60 ,0.10 ,0.90 ,1.50 ,9.70 ,11.50 
Otto Porter Jr.,SF,2389641.00 ,27.00 ,CHI,25.00 ,6.00 ,21.60 ,3.60 ,8.10 ,0.44 ,1.50 ,3.80 ,0.40 ,2.00 ,4.30 ,0.48 ,0.54 ,1.20 ,1.50 ,0.84 ,1.10 ,4.40 ,5.50 ,2.00 ,0.50 ,0.20 ,1.00 ,1.50 ,9.90 ,11.80 
Otto Porter Jr.,PF,2389641.00 ,27.00 ,ORL,3.00 ,0.00 ,22.00 ,3.00 ,8.30 ,0.36 ,0.30 ,3.00 ,0.11 ,2.70 ,5.30 ,0.50 ,0.38 ,1.70 ,1.70 ,1.00 ,0.00 ,4.70 ,4.70 ,1.70 ,1.30 ,0.00 ,0.00 ,1.30 ,8.00 ,9.10 
Bobby Portis,C,4347600.00 ,25.00 ,MIL,66.00 ,7.00 ,20.80 ,4.70 ,9.10 ,0.52 ,1.10 ,2.40 ,0.47 ,3.60 ,6.70 ,0.54 ,0.59 ,0.80 ,1.10 ,0.74 ,1.90 ,5.20 ,7.10 ,1.10 ,0.80 ,0.40 ,0.80 ,1.70 ,11.40 ,14.40 
Kristaps Porziņģis,C,31650600.00 ,25.00 ,DAL,43.00 ,43.00 ,30.90 ,7.60 ,15.90 ,0.48 ,2.30 ,6.00 ,0.38 ,5.30 ,9.90 ,0.54 ,0.55 ,2.70 ,3.20 ,0.86 ,1.90 ,7.00 ,8.90 ,1.60 ,0.50 ,1.30 ,1.20 ,2.70 ,20.10 ,20.90 
Dwight Powell,C,11000000.00 ,29.00 ,DAL,58.00 ,19.00 ,16.70 ,2.10 ,3.30 ,0.62 ,0.10 ,0.40 ,0.24 ,2.00 ,3.00 ,0.67 ,0.63 ,1.70 ,2.10 ,0.78 ,1.40 ,2.70 ,4.00 ,1.10 ,0.60 ,0.50 ,0.70 ,2.30 ,5.90 ,8.20 
Norman Powell,SG-SF,15517242.00 ,27.00 ,TOT,69.00 ,58.00 ,32.00 ,6.30 ,13.30 ,0.48 ,2.50 ,6.00 ,0.41 ,3.90 ,7.30 ,0.53 ,0.57 ,3.40 ,3.90 ,0.87 ,0.60 ,2.50 ,3.10 ,1.90 ,1.20 ,0.30 ,1.70 ,2.30 ,18.60 ,15.30 
Norman Powell,SG,15517242.00 ,27.00 ,TOR,42.00 ,31.00 ,30.40 ,6.70 ,13.50 ,0.50 ,2.80 ,6.40 ,0.44 ,3.90 ,7.10 ,0.55 ,0.60 ,3.40 ,3.90 ,0.87 ,0.50 ,2.50 ,3.00 ,1.80 ,1.10 ,0.20 ,1.80 ,2.30 ,19.60 ,16.10 
Norman Powell,SF,15517242.00 ,27.00 ,POR,27.00 ,27.00 ,34.40 ,5.80 ,13.00 ,0.44 ,2.00 ,5.40 ,0.36 ,3.80 ,7.60 ,0.50 ,0.52 ,3.50 ,4.00 ,0.88 ,0.90 ,2.40 ,3.30 ,1.90 ,1.30 ,0.40 ,1.60 ,2.30 ,17.00 ,13.90 
Taurean Prince,PF,15057692.00 ,26.00 ,TOT,41.00 ,10.00 ,22.10 ,3.20 ,8.00 ,0.40 ,1.50 ,3.80 ,0.40 ,1.70 ,4.20 ,0.40 ,0.50 ,1.60 ,1.90 ,0.86 ,0.50 ,3.00 ,3.50 ,1.90 ,0.70 ,0.60 ,1.10 ,1.80 ,9.50 ,9.30 
Taurean Prince,PF,15057692.00 ,26.00 ,BRK,12.00 ,4.00 ,18.20 ,2.50 ,6.20 ,0.41 ,1.10 ,3.10 ,0.35 ,1.40 ,3.10 ,0.46 ,0.49 ,2.00 ,2.30 ,0.89 ,0.20 ,2.70 ,2.80 ,0.60 ,0.70 ,0.70 ,0.90 ,1.80 ,8.10 ,7.10 
Taurean Prince,PF,15057692.00 ,26.00 ,CLE,29.00 ,6.00 ,23.70 ,3.50 ,8.70 ,0.40 ,1.70 ,4.10 ,0.42 ,1.80 ,4.70 ,0.39 ,0.50 ,1.40 ,1.70 ,0.84 ,0.60 ,3.10 ,3.70 ,2.40 ,0.70 ,0.50 ,1.20 ,1.90 ,10.10 ,10.00 
